,Area,Volume,Storeys,Concrete,Mineral_wool,Metal,Glass
0,15380.296256413254,53858.78139578497,5.0,18720.73976384708,82.40910842659686,872.2742292785504,58.50307105363676
1,4847.977014856065,20448.832345373292,2.0,6808.494223023645,30.06696209544065,547.5719717547395,40.86129777587396
2,4485.389081022048,21028.99835623461,2.0,-212.79244294224281,66.7464759155659,326.6813314421349,17.615125408375206
3,17587.37935057456,62798.681667239885,6.0,12433.986116869166,11.565471274405198,711.0310708159491,78.83907778130614
4,7786.398755171075,29754.553509129037,3.0,10537.410787724446,22.26635531668937,735.0311604483768,46.6063249172073
5,5565.186277360758,21026.52113177925,2.0,3039.4768967482387,36.50975848878605,467.025186847749,29.738623404555106
6,16819.544648320854,63003.635440278274,6.0,18271.67361927473,58.926156736953686,704.7772834367316,24.64259733476964
7,17950.256954456683,62528.39320011238,6.0,20644.98955653245,50.04139390054358,896.4821421300114,54.311365240504365
8,19789.45714531567,61555.34050840132,6.0,28258.830611992522,71.95053094569872,1227.7766697840375,55.31771621913433
9,14770.186371729833,50919.41705630675,5.0,18329.045522798613,82.3012958598541,662.1672603656984,43.70340703218568
10,8775.777268243743,32093.861181127933,3.0,5980.76370903045,23.725913252074612,600.4193846675859,36.048107784335265
11,11283.412890351621,41137.81755942724,4.0,14159.065717408406,45.38476590486056,726.2252185673897,49.69923484636175
12,7727.063461134125,30325.420782599365,3.0,9833.856391679268,54.00268065261432,365.1763763458757,55.66811817790304
13,8785.888795589446,31912.934838065597,3.0,6129.073806022007,67.48749853289213,559.1442297245945,59.81932261116018
14,10052.8309862756,30696.500087805132,3.0,15648.375890446,53.57487383571164,859.6724289376552,68.69433946865703
15,7556.982578008217,20278.659744065033,2.0,10914.704822459313,64.37257308701781,904.154049990628,13.986920056055492
16,15217.804123459613,51731.31817010863,5.0,22021.631841021608,61.07372212523557,937.1057833207228,55.87240872598778
17,10387.399773126652,32385.446139695094,3.0,14468.786653572206,81.75992437596531,714.7047869659201,45.981276983967184
18,16163.061480534469,50804.138108742525,5.0,19931.689093023455,51.183404567246995,914.3348645213439,58.443370058077406
19,13633.23155115946,53565.22663923483,5.0,15303.228110873508,55.653845808764984,752.7481579016369,52.256569371428284
20,7849.288555539613,20064.239259152375,2.0,8958.033028630562,36.952374658708884,845.6956652097656,-2.853427154914705
21,13529.479835106911,41827.91697173522,4.0,17952.51308976142,63.87142031509861,922.3154834949542,71.81749013001192
22,8570.704588553044,32853.0401532384,3.0,8017.299380430597,44.355949655882185,602.5412739476167,51.83238459295743
23,13773.285420899992,40881.04756056653,4.0,19718.86477754012,69.42652959767626,1084.6120076346192,26.790640839777808
24,12704.071036248264,41372.087597883874,4.0,19308.617636768835,55.05959301768341,889.9565871336818,47.06612230892397
25,11651.19196768012,43115.58886271998,4.0,11663.792093578391,62.08547116233114,620.6721014753484,43.19731998394802
26,12190.109115720288,42916.131386202636,4.0,16921.797631624046,106.6549688490809,845.1414703480281,54.80790320724581
27,15417.076875973473,50226.612524311284,5.0,18722.588147612703,79.58735833605307,1080.8025524039613,36.289011003309
28,11257.70351431522,42256.43257774625,4.0,14764.643538467653,47.83242470593869,794.6540802300084,49.84168245384986
29,17990.503703604823,52914.09444096867,5.0,26201.931149112203,103.72453087113955,1252.1425979943876,54.295663532861774
30,13404.515881692309,53203.88745483404,5.0,13673.25313753865,63.28474177896808,409.6010174706903,62.08892942992595
31,14308.642805469612,51530.19896751611,5.0,15435.83408301504,60.97446286819674,826.0973246569664,40.81515531134303
32,18055.89360285547,61240.58588422037,6.0,26247.646582722275,93.04407769647995,980.1438444746815,78.19682622420649
33,10903.856097437281,32745.701164072023,3.0,17158.325271432568,105.60829429000039,743.4166506394101,28.21427106540835
34,17570.472073625184,63640.99570429316,6.0,16499.003503316853,86.40777320502787,753.4202826477688,46.520681291819244
35,14254.286047588372,50957.9229344342,5.0,19715.30140752615,91.16152062443653,720.0503615825903,51.464934226781324
36,19665.575622215765,62515.78001065458,6.0,28081.13620913193,91.2284257376401,1223.6341938222427,37.044188681613335
37,15779.126410865829,63777.000443244084,6.0,14865.79406636861,34.740544761487406,717.7180552335508,83.7425736857757
38,14707.764142716622,53764.93050650924,5.0,13708.059819937083,60.00283191863334,893.1848515043395,71.77991110649269
39,16422.172410910167,63196.16699006557,6.0,17012.825303062902,34.9296514527157,655.4225757446416,83.13113530343875
40,18441.680092287228,64209.35925418395,6.0,23915.86041015334,110.62808738458399,968.9989128376376,95.08762277312235
41,10828.789240384407,42455.68520355695,4.0,10127.573140627666,45.70829404732189,496.0959844647413,45.73127397845621
42,19273.068845393653,61060.53046979473,6.0,20148.398411523194,105.56502759232072,1286.2000606303354,49.957563077293955
43,11500.604846448548,42222.987091431336,4.0,15226.40009654172,40.72119631250165,862.5178815248224,83.18631718704809
44,15765.393047882742,52396.38976948514,5.0,25219.603987733273,65.08838315160624,961.1493615053943,69.47329436330209
45,15495.532523530572,52414.01436787847,5.0,18605.66081976023,79.79256581555346,794.5402577696412,53.59038064721473
46,11927.061033638725,42371.097698950056,4.0,12650.585083417109,37.708442585392376,733.3537083282752,37.954155423749185
47,14515.438621121219,52787.812012817354,5.0,16393.995869895694,36.76811852732602,934.7704644985428,59.514207597488806
48,18555.972902445512,61155.89787041612,6.0,23522.972062645866,117.02406450334632,1194.9386549339845,46.528151508157826
49,17408.912341681233,62422.47416498833,6.0,18750.33809979078,90.91909447732755,1155.581568688092,47.96343735314058
50,8833.267507267992,29568.400204557027,3.0,14464.965316589403,3.1421183987905223,522.0616844261713,29.794555472572814
51,11625.862955847944,40938.95748444892,4.0,16385.45879247727,45.048621782672875,874.1622960660403,53.45696004545251
52,9268.70977043519,28390.88264366355,3.0,18009.289087909103,98.0648279206695,672.980726457489,15.10971250615356
53,7385.574850950852,20177.76401781709,2.0,15624.28366285186,67.55099255074437,538.1338737204928,53.20216025747239
54,8746.349710740888,31959.929751565935,3.0,14847.142281779823,66.63660734781489,586.0043476177291,36.055297296335546
55,16575.26230683237,63201.53721669867,6.0,19157.32491708135,78.27087543935527,912.1395920396433,52.0811761946137
56,8934.791806251522,31648.042878121927,3.0,15367.685890699147,31.00122990940218,484.6934791174389,28.066520661651445
57,8023.496705789456,31178.11467794189,3.0,12297.389064391371,43.58764526221563,394.2425935360521,30.18960158982911
58,6348.393289723735,20142.247874070785,2.0,5368.547897647969,25.318936557726367,704.2552567824923,34.51887694816185
59,14029.294401330988,52302.88638679649,5.0,17454.11450606873,83.58353818879951,795.3771598866174,58.401519231605995
60,18475.80629771051,63381.52928605457,6.0,22918.540752158522,104.74145296233289,1139.80802249314,58.61406621833167
61,18409.77051897048,64717.67330178967,6.0,22280.12569172316,97.95579509719568,845.533822574921,68.29297649362965
62,15106.624946752094,54224.50652823144,5.0,13879.146525274231,45.7486563181546,815.0142537412482,53.7330497559432
63,11494.325286722604,43138.263502963106,4.0,13077.884482526959,41.88684743875538,617.5743058271162,56.59818784839114
64,16331.560779128096,53468.60855168187,5.0,16803.332014843443,62.35701490698277,919.8661905709534,58.66638317872038
65,17836.284127957293,64154.04272319823,6.0,16348.701781355057,52.77088769532732,917.4071323297447,55.14148167132409
66,13397.770293828878,51554.3188766444,5.0,16503.22996766505,71.70497289119963,616.9804963418632,51.81153845638824
67,9874.880884913982,30644.538246774802,3.0,12401.574662378925,47.687253633647856,704.3911575111977,39.018169512281354
68,6936.832106729237,21973.966687834098,2.0,8429.220891048542,29.500317198377125,597.6151089564593,32.59122786738769
69,8597.186656635573,32448.68511471546,3.0,15898.328470990724,59.0010453517106,492.572245862099,25.358699904133058
70,17015.566588050093,63531.71798789986,6.0,19446.155215632396,62.541521772807485,1042.0020090609528,43.953565069036685
71,7991.79932203638,30963.06335143338,3.0,8622.443621767188,34.088855498474295,511.25277558334284,46.88503023695218
72,6617.890971590211,21463.518143628637,2.0,12757.838152587363,36.807143560895575,566.0892715816523,39.24638519540481
73,4643.593515974131,19815.211951803904,2.0,2720.683391412476,64.91418395438865,213.73083818155942,34.16617204417148
74,17943.764838565778,62897.51459569242,6.0,27305.545881966296,71.48751241044553,967.1379427623231,45.11686460749192
75,11762.856234811634,43018.238773767895,4.0,14392.076992876417,24.807413588261557,689.8398436751208,46.51903125904312
76,15527.801415792468,53025.69814357738,5.0,22791.152252333835,78.47816429330375,1167.8813899463923,35.03096627871717
77,5640.396387515867,19745.627788952024,2.0,10268.071208126601,44.371831697892524,249.568595432049,19.3649337204478
78,18529.93794548785,63409.55377812082,6.0,26877.2351588694,88.61033760150997,966.2011999137143,62.260307894823775
79,13813.661229079531,54236.42971115628,5.0,13958.449780798897,35.57694088472648,571.8796370164655,53.54427066346159
80,9666.17254045951,31233.167001514554,3.0,17255.2499811715,53.21408385332495,762.5304081394539,65.03212674366866
81,9942.674255156142,32243.206491599547,3.0,18268.87648922323,50.1788181021467,565.6873991991858,41.129548967435866
82,14553.641199549002,51827.50130422747,5.0,13554.921952255525,40.877788119576834,872.111105338689,55.79436583563297
83,10480.633742823004,41234.33517322535,4.0,10493.863051233215,38.08813032818903,616.051985085192,60.928841043603185
84,6653.597987738576,21973.981292066237,2.0,6636.245546707705,41.512268644356624,509.46704874126357,20.462643489396108
85,13167.728689922717,42769.309696130396,4.0,21585.913152786936,85.62076941679074,1168.9973509351526,42.04311441355412
86,5591.417615485831,19763.522863795086,2.0,10394.001998141135,41.1135955726552,448.53837092721096,41.755793978461554
87,13132.253125364288,41086.33884885256,4.0,17355.613678539034,67.70042368499595,988.0732648737986,50.407522407934636
88,7083.4797615378175,21593.123078154324,2.0,14795.255307233827,55.77917981636557,725.7223709115036,56.6840743693828
89,5091.004577638931,21483.953137255863,2.0,6474.645841700447,39.786477455367034,220.5668038409238,15.884242604351883
90,19284.6877200333,63809.58996533355,6.0,26213.506179817432,137.44851529176924,1257.7984062749024,67.07721639576845
91,13850.439486481931,51885.781588000405,5.0,13618.843441513967,93.39702908358325,840.6984951792406,55.543587711890844
92,14333.355110869008,50975.530695253234,5.0,16780.97620062479,68.14470203421828,680.2885870352557,67.97291148713275
93,9427.406600624772,31137.97955190375,3.0,12063.38415212817,63.09095334465012,647.6731490332504,39.67728909110982
94,6663.470105244883,19199.164603960773,2.0,17059.858816639862,14.94796641312756,783.8990780609793,30.887776984989976
95,9168.504964640015,29023.710793262864,3.0,13112.625126298095,66.46694988711835,657.3553524981015,21.746028114060444
96,5941.9811675411265,21479.34431086941,2.0,6547.127167781757,47.59708307105761,510.75959343415957,34.151881824197446
97,18799.656548207266,64291.141727635535,6.0,22004.5027281492,66.58686526098835,1112.3001526834187,41.22064463286147
98,11746.040145149049,42789.56075331811,4.0,14208.135214702028,37.04441798380604,766.076456772627,40.575711044956826
99,7758.737887312157,20658.515485711665,2.0,17784.223843261807,39.89497193227323,793.7490008351651,19.61364093838508
